success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,date,rt,stimulus,response,task_part,task,face_id,condition,age_rating
,,,,,html-keyboard-response,236,611041,0.0-2.0-0.78,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,237,613042,0.0-2.0-1.78,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_072_color.jpg"" alt=""Face""></div>",null,,exp1,72,color,
,,,,,survey-text,238,615098,0.0-2.0-2.78,8,B,2/25/2026,2055,,"{""age"":""24""}",,exp1,72,color,24
,,,,,html-keyboard-response,239,615603,0.0-2.0-0.79,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,240,617609,0.0-2.0-1.79,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_073_grey.jpg"" alt=""Face""></div>",null,,exp1,73,grey,
,,,,,survey-text,241,619322,0.0-2.0-2.79,8,B,2/25/2026,1711,,"{""age"":""25""}",,exp1,73,grey,25
,,,,,html-keyboard-response,242,619824,0.0-2.0-0.80,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,243,621832,0.0-2.0-1.80,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_099_grey.jpg"" alt=""Face""></div>",null,,exp1,99,grey,
,,,,,survey-text,244,623163,0.0-2.0-2.80,8,B,2/25/2026,1330,,"{""age"":""23""}",,exp1,99,grey,23
,,,,,html-keyboard-response,245,623664,0.0-2.0-0.81,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,246,625666,0.0-2.0-1.81,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_034_color.jpg"" alt=""Face""></div>",null,,exp1,34,color,
